age,ratings,restaurant_latitude,restaurant_longitude,delivery_latitude,delivery_longitude,weather,traffic,vehicle_condition,order_type,vehicle_type,multiple_deliveries,is_festival,city_category,time,city,day,month,year,day_of_week,is_weekend,order_time_hour,order_time_of_day,pickup_time_minutes,distance,distance_type
36.0,5.0,30.895204,75.822103,31.005204,75.932103,sunny,jam,2,meal,scooter,0.0,no,urban,23,LUDH,12,2,2022,Saturday,1,19,evening,5.0,16.113513635293224,very_long
33.0,4.8,17.411028,78.329645,17.491028,78.409645,sunny,medium,1,meal,scooter,0.0,no,metropolitian,20,HYD,2,4,2022,Saturday,1,19,evening,15.0,12.294166376369665,long
32.0,3.9,,,,,fog,low,2,meal,scooter,0.0,no,metropolitian,35,RANCHI,18,3,2022,Friday,0,23,night,10.0,,
38.0,4.2,19.12663,72.829976,19.13663,72.839976,windy,high,0,meal,motorcycle,1.0,yes,metropolitian,41,MUM,1,3,2022,Tuesday,0,11,morning,5.0,1.5297232853100244,short
35.0,4.1,19.207222,72.972281,19.277222,73.042281,windy,jam,0,snack,motorcycle,0.0,no,metropolitian,45,MUM,8,3,2022,Tuesday,0,21,night,10.0,10.704672233866505,long
24.0,4.5,21.186884,72.793616,21.316884,72.923616,sandstorms,medium,0,drinks,motorcycle,1.0,no,metropolitian,27,SUR,14,3,2022,Monday,0,18,evening,10.0,19.760063712198686,very_long
23.0,4.8,23.416792,85.316842,23.526792,85.426842,sandstorms,jam,0,drinks,motorcycle,1.0,no,metropolitian,30,RANCHI,2,4,2022,Saturday,1,20,evening,15.0,16.59765942033505,very_long
38.0,4.5,10.020683,76.310631,10.080683,76.370631,windy,medium,2,drinks,electric_scooter,0.0,no,metropolitian,28,KOC,15,2,2022,Tuesday,0,18,evening,5.0,9.363084628485131,medium
25.0,4.8,18.927584,72.832585,18.947584,72.852585,sunny,low,0,buffet,motorcycle,1.0,no,urban,15,MUM,1,4,2022,Friday,0,9,morning,5.0,3.0611340136861775,short
38.0,4.5,17.426228,78.407495,17.476228,78.457495,sunny,jam,2,meal,scooter,1.0,no,metropolitian,18,HYD,7,3,2022,Monday,0,20,evening,10.0,7.683850219127101,medium
27.0,4.9,,,,,cloudy,jam,1,meal,motorcycle,1.0,no,metropolitian,44,VAD,14,3,2022,Monday,0,21,night,10.0,,
36.0,4.9,26.905287,75.794592,26.935287,75.824592,cloudy,low,1,meal,scooter,0.0,no,urban,19,JAP,5,3,2022,Saturday,1,22,night,10.0,4.469310320115436,short
34.0,5.0,23.359033,85.325347,23.369033,85.335347,stormy,low,1,drinks,scooter,1.0,no,metropolitian,21,RANCHI,13,3,2022,Sunday,1,8,morning,15.0,1.5094402621798344,short
26.0,3.3,30.892978,75.821847,31.002978,75.931847,sunny,low,1,buffet,scooter,2.0,no,metropolitian,39,LUDH,16,2,2022,Wednesday,0,22,night,10.0,16.11367273137103,very_long
27.0,4.9,30.899584,75.809346,30.969584,75.879346,sunny,medium,1,drinks,scooter,1.0,no,urban,19,LUDH,14,2,2022,Monday,0,18,evening,5.0,10.254765380990598,long
38.0,4.9,13.081878,80.248519,13.211878,80.378519,windy,medium,2,buffet,motorcycle,0.0,no,metropolitian,22,CHEN,8,3,2022,Tuesday,0,18,evening,5.0,20.176811965426133,very_long
29.0,4.8,13.022394,80.242439,13.092394,80.312439,sandstorms,low,2,buffet,motorcycle,0.0,no,metropolitian,17,CHEN,27,3,2022,Sunday,1,22,night,5.0,10.866360907886408,long
28.0,4.6,19.12663,72.829976,19.13663,72.839976,windy,high,2,buffet,scooter,1.0,no,metropolitian,22,MUM,3,4,2022,Sunday,1,11,morning,5.0,1.5297232853100244,short
28.0,4.6,22.695207,75.866059,22.775207,75.946059,stormy,low,2,snack,scooter,1.0,no,urban,18,INDO,10,3,2022,Thursday,0,22,night,15.0,12.101403911098705,long
34.0,4.0,22.728163,75.884212,22.838163,75.994212,stormy,jam,0,meal,motorcycle,1.0,no,metropolitian,53,INDO,4,3,2022,Friday,0,19,evening,5.0,16.636744591831217,very_long
21.0,4.9,12.323994,76.626167,12.373994,76.676167,sunny,jam,2,drinks,motorcycle,0.0,no,urban,18,MYS,7,3,2022,Monday,0,19,evening,5.0,7.772241719523235,medium
22.0,4.8,19.065838,72.832658,19.115838,72.882658,sandstorms,jam,2,drinks,scooter,0.0,no,urban,19,MUM,26,3,2022,Saturday,1,19,evening,5.0,7.6495063183287915,medium
36.0,4.9,21.175975,72.795503,21.265975,72.885503,fog,low,2,buffet,scooter,,no,metropolitian,25,SUR,25,3,2022,Friday,0,22,night,5.0,13.68137856400717,long
22.0,4.6,19.12663,72.829976,19.25663,72.959976,sandstorms,medium,2,drinks,electric_scooter,1.0,no,urban,15,MUM,8,3,2022,Tuesday,0,17,afternoon,10.0,19.882987868112856,very_long
24.0,4.8,,,,,cloudy,medium,2,snack,electric_scooter,0.0,no,urban,11,VAD,3,4,2022,Sunday,1,17,afternoon,5.0,,
27.0,4.9,12.310972,76.659264,12.380972,76.729264,stormy,medium,0,drinks,motorcycle,1.0,no,metropolitian,30,MYS,4,3,2022,Friday,0,17,afternoon,15.0,10.881199561003374,long
23.0,4.6,21.149569,72.772697,21.209569,72.832697,windy,jam,1,drinks,scooter,1.0,no,metropolitian,20,SUR,17,3,2022,Thursday,0,21,night,10.0,9.122108408658214,medium
31.0,4.9,21.183434,72.814492,21.193434,72.824492,sunny,low,0,meal,motorcycle,1.0,no,metropolitian,22,SUR,19,3,2022,Saturday,1,10,morning,15.0,1.520309052937885,short
21.0,4.1,13.066762,80.251865,13.176762,80.361865,cloudy,medium,2,snack,scooter,0.0,no,metropolitian,36,CHEN,31,3,2022,Thursday,0,18,evening,10.0,17.07353769061412,very_long
22.0,4.7,26.88842,75.800689,26.93842,75.850689,sunny,jam,1,snack,scooter,0.0,no,urban,10,JAP,5,3,2022,Saturday,1,20,evening,10.0,7.449051156906713,medium
28.0,4.8,12.972793,80.249982,13.082793,80.359982,cloudy,jam,0,buffet,motorcycle,0.0,no,metropolitian,44,CHEN,23,3,2022,Wednesday,0,22,night,15.0,17.07670421054038,very_long
28.0,4.0,12.337928,76.617889,12.377928,76.657889,sandstorms,high,0,buffet,motorcycle,1.0,no,metropolitian,38,MYS,30,3,2022,Wednesday,0,12,morning,15.0,6.217689735000026,medium
27.0,4.5,11.010375,76.95295,11.140375,77.08295,sunny,low,0,drinks,motorcycle,1.0,no,metropolitian,21,COIMB,12,3,2022,Saturday,1,23,night,15.0,20.253459166411545,very_long
29.0,4.8,18.994237,72.825553,19.084237,72.915553,fog,low,0,drinks,motorcycle,,no,metropolitian,20,MUM,27,3,2022,Sunday,1,23,night,5.0,13.77113289483828,long
28.0,3.1,12.972793,80.249982,13.062793,80.339982,sunny,low,2,meal,scooter,0.0,no,urban,35,CHEN,6,4,2022,Wednesday,0,23,night,10.0,13.972123977178622,long
38.0,4.8,17.45971,78.368855,17.54971,78.458855,sandstorms,medium,1,meal,motorcycle,1.0,no,metropolitian,25,HYD,6,3,2022,Sunday,1,17,afternoon,15.0,13.828993309155415,long
24.0,4.6,11.021278,76.995017,11.111278,77.085017,sandstorms,low,2,meal,scooter,0.0,no,metropolitian,15,COIMB,14,3,2022,Monday,0,23,night,15.0,14.02184017066065,long
33.0,4.7,19.176269,72.836721,19.226269,72.886721,sunny,low,2,buffet,scooter,1.0,no,urban,19,MUM,9,3,2022,Wednesday,0,22,night,10.0,7.647092834675519,medium
32.0,4.0,,,,,windy,medium,0,meal,motorcycle,1.0,no,metropolitian,36,RANCHI,18,3,2022,Friday,0,18,evening,10.0,,
27.0,4.8,30.342509,78.061187,30.372509,78.091187,cloudy,low,0,buffet,motorcycle,1.0,no,metropolitian,19,DEH,13,2,2022,Sunday,1,22,night,5.0,4.406068905879483,short
27.0,4.6,22.311603,73.165012,22.401603,73.255012,cloudy,low,0,meal,motorcycle,0.0,no,metropolitian,23,VAD,25,3,2022,Friday,0,23,night,10.0,13.631282080461874,long
37.0,4.8,25.451517,81.832616,25.491517,81.872616,cloudy,medium,2,buffet,scooter,0.0,no,urban,18,ALH,13,2,2022,Sunday,1,15,afternoon,10.0,5.9922347624086845,medium
24.0,4.5,19.1813,72.836191,19.2613,72.916191,windy,jam,0,buffet,motorcycle,1.0,no,metropolitian,29,MUM,14,3,2022,Monday,0,19,evening,5.0,12.234645517155798,long
34.0,4.7,12.934365,77.616155,12.984365,77.666155,sunny,jam,1,snack,scooter,1.0,no,urban,19,BANG,1,3,2022,Tuesday,0,20,evening,5.0,7.763180727989777,medium
34.0,4.2,13.049645,80.242268,13.139645,80.332268,windy,jam,2,meal,motorcycle,1.0,no,metropolitian,32,CHEN,31,3,2022,Thursday,0,21,night,15.0,13.970007989574006,long
36.0,4.9,26.483672,80.320708,26.493672,80.330708,sunny,low,1,buffet,scooter,,no,metropolitian,18,KNP,15,2,2022,Tuesday,0,10,morning,10.0,1.492277916765971,short
31.0,5.0,26.766536,75.837333,26.846536,75.917333,fog,medium,0,meal,motorcycle,1.0,no,metropolitian,36,JAP,12,3,2022,Saturday,1,18,evening,10.0,11.923472540743209,long
30.0,5.0,,,,,cloudy,high,1,drinks,motorcycle,1.0,no,urban,25,VAD,24,3,2022,Thursday,0,13,afternoon,5.0,,
21.0,4.8,,,,,fog,low,2,snack,electric_scooter,,no,urban,11,ALH,13,2,2022,Sunday,1,22,night,15.0,,
22.0,4.8,21.173493,72.801953,21.283493,72.911953,windy,low,2,snack,motorcycle,1.0,,metropolitian,10,SUR,8,3,2022,Tuesday,0,22,night,10.0,16.721288103917214,very_long
32.0,4.7,17.430448,78.418213,17.440448,78.428213,sandstorms,low,1,snack,scooter,1.0,no,metropolitian,28,HYD,3,3,2022,Thursday,0,8,morning,5.0,1.5368334425195926,short
23.0,4.8,26.911927,75.797282,27.021927,75.907282,sunny,low,0,snack,motorcycle,0.0,no,metropolitian,25,JAP,31,3,2022,Thursday,0,23,night,15.0,16.38446703586394,very_long
27.0,4.6,26.49095,80.318656,26.63095,80.458656,fog,medium,1,buffet,scooter,0.0,no,metropolitian,33,KNP,18,2,2022,Friday,0,17,afternoon,10.0,20.886038531979626,very_long
30.0,4.7,26.849596,75.800512,26.959596,75.910512,windy,low,0,drinks,motorcycle,1.0,no,metropolitian,20,JAP,27,3,2022,Sunday,1,22,night,15.0,16.388478196037884,very_long
34.0,4.9,27.195928,77.998092,27.205928,78.008092,cloudy,low,2,drinks,scooter,1.0,no,metropolitian,18,AGR,13,2,2022,Sunday,1,9,morning,10.0,1.4881222937797471,short
31.0,4.7,22.538999,88.322337,22.558999,88.342337,sandstorms,low,1,snack,scooter,0.0,no,urban,21,KOL,13,2,2022,Sunday,1,9,morning,5.0,3.0272382437837266,short
35.0,4.5,25.459775,81.834841,25.479775,81.854841,windy,high,2,snack,scooter,0.0,no,metropolitian,29,ALH,17,2,2022,Thursday,0,11,morning,15.0,2.9961369047359456,short
22.0,4.6,21.149569,72.772697,21.179569,72.802697,sandstorms,medium,2,drinks,electric_scooter,1.0,no,metropolitian,20,SUR,1,4,2022,Friday,0,17,afternoon,5.0,4.561269432005461,short
34.0,4.7,12.325461,76.632278,12.375461,76.682278,stormy,jam,1,drinks,scooter,0.0,no,metropolitian,27,MYS,11,3,2022,Friday,0,21,night,15.0,7.772220444452982,medium
24.0,5.0,22.760072,75.892574,22.870072,76.002574,stormy,jam,0,buffet,motorcycle,1.0,no,metropolitian,28,INDO,4,4,2022,Monday,0,20,evening,5.0,16.63495545420892,very_long
31.0,4.1,27.163303,78.057044,27.193303,78.087044,windy,jam,0,drinks,motorcycle,2.0,no,metropolitian,34,AGR,17,2,2022,Thursday,0,20,evening,15.0,4.464766878776638,short
28.0,4.2,23.371292,85.327872,23.401292,85.357872,stormy,low,0,meal,motorcycle,1.0,no,metropolitian,19,RANCHI,26,3,2022,Saturday,1,23,night,-1425.0,4.527973054243058,short
35.0,4.7,23.333017,85.3172,23.383017,85.3672,sunny,low,2,meal,scooter,1.0,no,urban,13,RANCHI,28,3,2022,Monday,0,0,,15.0,7.547357671334388,medium
30.0,4.8,11.016298,76.972076,11.106298,77.062076,stormy,low,2,snack,scooter,1.0,no,urban,17,COIMB,16,3,2022,Wednesday,0,22,night,15.0,14.0219570899938,long
31.0,4.9,21.185047,72.80859,21.315047,72.93859,sandstorms,medium,1,snack,motorcycle,1.0,no,urban,23,SUR,20,3,2022,Sunday,1,18,evening,15.0,19.76017824329294,very_long
20.0,4.6,18.546947,73.900626,18.626947,73.980626,stormy,jam,2,buffet,motorcycle,1.0,no,,16,PUNE,27,3,2022,Sunday,1,21,night,15.0,12.256574293065658,long
38.0,4.5,27.165108,78.015053,27.195108,78.045053,cloudy,jam,0,meal,motorcycle,1.0,no,,25,AGR,15,2,2022,Tuesday,0,21,night,15.0,4.464734973807576,short
39.0,4.9,18.994049,72.825203,19.034049,72.865203,cloudy,high,0,meal,motorcycle,0.0,no,metropolitian,25,MUM,9,3,2022,Wednesday,0,13,afternoon,5.0,6.120941769502898,medium
29.0,4.8,,,,,sandstorms,low,1,snack,motorcycle,1.0,no,urban,16,VAD,3,3,2022,Thursday,0,10,morning,10.0,,
30.0,4.6,26.846156,75.8023,26.866156,75.8223,fog,low,0,buffet,motorcycle,,no,urban,21,JAP,13,3,2022,Sunday,1,10,morning,5.0,2.980289542200211,short
39.0,4.7,17.431668,78.408321,17.451668,78.428321,sunny,high,1,drinks,motorcycle,0.0,no,metropolitian,16,HYD,19,3,2022,Saturday,1,11,morning,10.0,3.0736169345596607,short
22.0,4.6,22.760072,75.892574,22.780072,75.912574,cloudy,low,0,buffet,motorcycle,1.0,no,urban,20,INDO,17,3,2022,Thursday,0,9,morning,10.0,3.0249963435107836,short
23.0,4.7,13.027018,80.254791,13.157018,80.384791,windy,jam,0,meal,motorcycle,0.0,no,metropolitian,39,CHEN,2,3,2022,Wednesday,0,21,night,10.0,20.17900385808542,very_long
38.0,4.9,10.006881,76.345397,10.046881,76.385397,sunny,high,2,meal,motorcycle,1.0,no,metropolitian,21,KOC,11,2,2022,Friday,0,12,morning,5.0,6.2422824913122765,medium
38.0,4.5,18.539299,73.897902,18.629299,73.987902,sunny,low,0,snack,motorcycle,1.0,no,metropolitian,23,PUNE,6,4,2022,Wednesday,0,22,night,15.0,13.788747286078188,long
39.0,4.8,22.722634,75.886959,22.792634,75.956959,stormy,medium,0,meal,motorcycle,1.0,no,metropolitian,34,INDO,16,3,2022,Wednesday,0,18,evening,15.0,10.587929946825927,long
37.0,4.4,26.90294,75.793007,26.95294,75.843007,sandstorms,low,0,meal,motorcycle,1.0,no,metropolitian,25,JAP,3,4,2022,Sunday,1,23,night,-1430.0,7.448626618603313,medium
26.0,4.7,,,,,fog,jam,0,meal,motorcycle,1.0,no,metropolitian,43,VAD,6,3,2022,Sunday,1,19,evening,15.0,,
30.0,4.1,13.005801,80.250744,13.035801,80.280744,fog,jam,1,meal,motorcycle,1.0,no,metropolitian,38,CHEN,19,3,2022,Saturday,1,20,evening,10.0,4.65734737800111,short
35.0,4.7,13.054347,80.257221,13.064347,80.267221,cloudy,low,1,snack,scooter,1.0,no,metropolitian,19,CHEN,30,3,2022,Wednesday,0,10,morning,5.0,1.552331352726081,short
27.0,4.9,19.176269,72.836721,19.286269,72.946721,cloudy,jam,0,buffet,motorcycle,1.0,no,metropolitian,37,MUM,27,3,2022,Sunday,1,19,evening,10.0,16.822155609317257,very_long
39.0,4.6,26.902908,75.792934,26.962908,75.852934,sunny,jam,0,meal,motorcycle,1.0,no,metropolitian,28,JAP,1,3,2022,Tuesday,0,20,evening,10.0,8.938177476637756,medium
32.0,4.9,,,,,sandstorms,high,1,drinks,scooter,1.0,no,metropolitian,31,VAD,9,3,2022,Wednesday,0,11,morning,5.0,,
25.0,4.7,19.1093,72.825451,19.1793,72.895451,sandstorms,jam,1,snack,motorcycle,1.0,no,metropolitian,17,MUM,2,3,2022,Wednesday,0,21,night,10.0,10.707675026486205,long
29.0,5.0,22.32,73.17,22.39,73.24,sandstorms,jam,1,meal,scooter,0.0,no,metropolitian,18,VAD,2,3,2022,Wednesday,0,21,night,10.0,10.60216485230212,long
27.0,4.6,26.90519,75.810753,26.98519,75.890753,sunny,jam,0,snack,motorcycle,0.0,no,metropolitian,21,JAP,20,3,2022,Sunday,1,19,evening,10.0,11.916994721599236,long
30.0,4.7,21.15276,72.778059,21.18276,72.808059,windy,medium,0,buffet,motorcycle,0.0,no,metropolitian,29,SUR,7,3,2022,Monday,0,17,afternoon,10.0,4.561223681551846,short
34.0,4.6,11.001753,76.986241,11.131753,77.116241,cloudy,medium,0,buffet,motorcycle,1.0,no,metropolitian,42,COIMB,29,3,2022,Tuesday,0,17,afternoon,5.0,20.25375174504926,very_long
21.0,4.8,19.22384,72.841347,19.33384,72.951347,stormy,jam,2,buffet,electric_scooter,1.0,no,urban,24,MUM,4,4,2022,Monday,0,19,evening,15.0,16.819856608097247,very_long
37.0,4.1,10.994136,76.963303,11.124136,77.093303,stormy,medium,0,drinks,motorcycle,1.0,no,metropolitian,49,COIMB,4,4,2022,Monday,0,17,afternoon,10.0,20.25401003649676,very_long
39.0,4.7,19.1813,72.836191,19.2213,72.876191,cloudy,medium,0,buffet,motorcycle,1.0,no,metropolitian,27,MUM,7,3,2022,Monday,0,16,afternoon,15.0,6.117673772819904,medium
35.0,5.0,11.026117,76.944652,11.076117,76.994652,cloudy,jam,2,buffet,scooter,1.0,no,metropolitian,38,COIMB,30,3,2022,Wednesday,0,19,evening,5.0,7.790109178658858,medium
25.0,4.7,9.991703,76.293136,10.041703,76.343136,windy,medium,2,snack,motorcycle,1.0,no,metropolitian,26,KOC,13,2,2022,Sunday,1,18,evening,15.0,7.802973657602651,medium
35.0,4.9,18.536562,73.896485,18.586562,73.946485,sunny,medium,2,drinks,scooter,0.0,no,metropolitian,21,PUNE,5,3,2022,Saturday,1,18,evening,5.0,7.660898979387872,medium
25.0,5.0,19.221315,72.862381,19.261315,72.902381,sunny,high,1,buffet,scooter,0.0,no,urban,13,MUM,5,4,2022,Tuesday,0,12,morning,10.0,6.116971669682334,medium
26.0,4.9,13.086438,80.220672,13.096438,80.230672,stormy,low,2,snack,scooter,0.0,no,urban,16,CHEN,1,3,2022,Tuesday,0,8,morning,5.0,1.5522330405305722,short
25.0,4.9,22.744648,75.894377,22.814648,75.964377,sunny,jam,1,drinks,scooter,1.0,no,urban,24,INDO,23,3,2022,Wednesday,0,19,evening,15.0,10.587145367062044,long
38.0,4.6,18.530963,73.828972,18.560963,73.858972,windy,jam,1,buffet,motorcycle,1.0,no,metropolitian,27,PUNE,13,3,2022,Sunday,1,21,night,10.0,4.596738270616882,short
27.0,4.0,18.520016,73.830547,18.550016,73.860547,cloudy,jam,1,meal,scooter,2.0,no,metropolitian,34,PUNE,30,3,2022,Wednesday,0,20,evening,5.0,4.596877706640377,short
26.0,4.7,21.149569,72.772697,21.179569,72.802697,cloudy,jam,1,buffet,motorcycle,,no,urban,22,SUR,3,4,2022,Sunday,1,19,evening,15.0,4.561269432005461,short
33.0,4.7,11.022298,76.998349,11.082298,77.058349,windy,medium,2,drinks,motorcycle,1.0,no,metropolitian,31,COIMB,19,3,2022,Saturday,1,17,afternoon,5.0,9.348112475389563,medium
37.0,4.9,13.026279,80.174568,13.066279,80.214568,stormy,high,0,meal,motorcycle,1.0,no,metropolitian,35,CHEN,5,4,2022,Tuesday,0,12,morning,5.0,6.209485214483088,medium
25.0,4.9,26.911927,75.797282,26.961927,75.847282,fog,jam,0,drinks,motorcycle,,no,metropolitian,24,JAP,21,3,2022,Monday,0,20,evening,15.0,7.448363764234237,medium
32.0,5.0,18.636215,73.751081,18.686215,73.801081,windy,jam,2,buffet,scooter,0.0,no,metropolitian,25,PUNE,28,3,2022,Monday,0,21,night,10.0,7.658776111980611,medium
26.0,4.9,26.902908,75.792934,26.942908,75.832934,sandstorms,medium,1,meal,scooter,0.0,no,metropolitian,21,JAP,28,3,2022,Monday,0,17,afternoon,15.0,5.959019072169318,medium
35.0,5.0,18.530963,73.828972,18.560963,73.858972,sandstorms,jam,1,snack,scooter,0.0,no,metropolitian,30,PUNE,5,3,2022,Saturday,1,19,evening,10.0,4.596738270616882,short
20.0,5.0,21.160522,72.771477,21.240522,72.851477,sandstorms,low,0,drinks,motorcycle,1.0,no,urban,24,SUR,12,3,2022,Saturday,1,23,night,15.0,12.162009006258288,long
29.0,4.8,12.284747,76.625861,12.294747,76.635861,sandstorms,high,2,meal,scooter,,no,metropolitian,29,MYS,1,4,2022,Friday,0,12,morning,15.0,1.554619810773694,short
27.0,4.6,26.902328,75.794257,26.962328,75.854257,stormy,medium,0,buffet,motorcycle,1.0,no,metropolitian,13,JAP,5,4,2022,Tuesday,0,17,afternoon,10.0,8.938197833558919,medium
36.0,4.9,26.846156,75.8023,26.856156,75.8123,cloudy,high,0,snack,motorcycle,0.0,no,urban,25,JAP,17,3,2022,Thursday,0,11,morning,15.0,1.4901739564930154,short
23.0,4.0,21.157729,72.768726,21.237729,72.848726,cloudy,jam,2,buffet,scooter,1.0,no,metropolitian,39,SUR,6,4,2022,Wednesday,0,20,evening,15.0,12.162115936702182,long
26.0,4.8,21.173493,72.801953,21.303493,72.931953,sunny,jam,2,buffet,motorcycle,1.0,no,metropolitian,22,SUR,23,3,2022,Wednesday,0,21,night,15.0,19.76089839940378,very_long
38.0,4.3,12.906229,77.596791,13.016229,77.706791,stormy,jam,2,drinks,motorcycle,2.0,yes,metropolitian,43,BANG,18,3,2022,Friday,0,19,evening,10.0,17.078934089494954,very_long
37.0,4.7,12.970324,77.645748,13.050324,77.725748,stormy,low,2,drinks,motorcycle,1.0,no,metropolitian,28,BANG,10,3,2022,Thursday,0,23,night,10.0,12.419848147906494,long
29.0,5.0,11.024839,77.007003,11.074839,77.057003,stormy,jam,2,buffet,electric_scooter,1.0,no,metropolitian,26,COIMB,11,3,2022,Friday,0,19,evening,15.0,7.790125828454116,medium
34.0,4.3,13.027018,80.254791,13.157018,80.384791,sandstorms,medium,2,buffet,scooter,1.0,no,metropolitian,34,CHEN,23,3,2022,Wednesday,0,18,evening,10.0,20.17900385808542,very_long
34.0,4.8,11.006686,76.951736,11.066686,77.011736,stormy,medium,0,meal,motorcycle,1.0,no,metropolitian,29,COIMB,21,3,2022,Monday,0,18,evening,5.0,9.348356419300423,medium
31.0,4.6,11.016298,76.972076,11.066298,77.022076,sandstorms,jam,0,snack,motorcycle,0.0,no,metropolitian,37,COIMB,24,3,2022,Thursday,0,20,evening,15.0,7.790237052802913,medium
38.0,4.6,12.949934,77.699386,12.979934,77.729386,windy,medium,2,meal,scooter,1.0,no,metropolitian,26,BANG,9,3,2022,Wednesday,0,17,afternoon,5.0,4.657857733630665,short
36.0,5.0,18.563934,73.915367,18.573935,73.925367,sandstorms,low,1,snack,motorcycle,1.0,no,metropolitian,22,PUNE,7,3,2022,Monday,0,9,morning,10.0,1.532229188735096,short
35.0,4.6,18.636215,73.751081,18.766215,73.881081,cloudy,jam,1,drinks,motorcycle,1.0,no,metropolitian,36,PUNE,6,3,2022,Sunday,1,20,evening,5.0,19.91059239709516,very_long
31.0,5.0,26.902908,75.792934,26.982908,75.872934,sandstorms,medium,2,buffet,motorcycle,1.0,no,urban,20,JAP,14,3,2022,Monday,0,17,afternoon,15.0,11.917101549462794,long
25.0,4.9,11.021278,76.995017,11.091278,77.065017,sandstorms,jam,1,snack,scooter,1.0,no,metropolitian,26,COIMB,20,3,2022,Sunday,1,20,evening,10.0,10.906058503327221,long
39.0,4.8,22.547186,88.35068,22.587186,88.39068,fog,high,0,meal,motorcycle,1.0,no,metropolitian,28,KOL,13,2,2022,Sunday,1,14,afternoon,5.0,6.054108966390801,medium
22.0,4.8,18.516216,73.842527,18.526216,73.852527,stormy,low,2,drinks,scooter,0.0,no,urban,14,PUNE,26,3,2022,Saturday,1,9,morning,5.0,1.5323511358881128,short
33.0,4.9,12.325461,76.632278,12.355461,76.662278,sandstorms,medium,1,drinks,motorcycle,1.0,no,urban,34,MYS,7,3,2022,Monday,0,18,evening,5.0,4.663419307399213,short
39.0,4.9,18.520016,73.830547,18.570016,73.880547,sunny,medium,2,drinks,scooter,0.0,no,metropolitian,20,PUNE,5,4,2022,Tuesday,0,18,evening,15.0,7.661250453808297,medium
39.0,4.5,17.430448,78.418213,17.440448,78.428213,windy,low,1,buffet,scooter,0.0,no,urban,20,HYD,5,4,2022,Tuesday,0,8,morning,10.0,1.5368334425195926,short
30.0,4.3,9.982834,76.283268,10.092834,76.393268,cloudy,jam,1,buffet,motorcycle,1.0,no,metropolitian,46,KOC,16,2,2022,Wednesday,0,20,evening,15.0,17.165989786040345,very_long
33.0,4.8,22.744648,75.894377,22.874648,76.024377,fog,jam,2,meal,scooter,1.0,no,metropolitian,38,INDO,14,3,2022,Monday,0,21,night,15.0,19.659851482292062,very_long
26.0,4.8,18.927584,72.832585,19.057584,72.962585,sunny,medium,0,drinks,motorcycle,0.0,no,metropolitian,18,MUM,10,3,2022,Thursday,0,17,afternoon,10.0,19.894269594418525,very_long
29.0,5.0,26.911378,75.789034,27.021378,75.899034,cloudy,low,0,snack,motorcycle,0.0,no,metropolitian,20,JAP,20,3,2022,Sunday,1,22,night,5.0,16.384502397510182,very_long
30.0,4.5,11.026117,76.944652,11.156117,77.074652,sandstorms,low,0,buffet,motorcycle,1.0,no,urban,22,COIMB,2,3,2022,Wednesday,0,23,night,-1425.0,20.25292440884735,very_long
32.0,4.7,18.53408,73.89852,18.66408,74.02852,windy,low,1,snack,motorcycle,1.0,no,metropolitian,21,PUNE,29,3,2022,Tuesday,0,22,night,5.0,19.916260009775197,very_long
36.0,4.8,12.979096,77.640625,13.029096,77.690625,windy,jam,2,meal,scooter,1.0,no,metropolitian,27,BANG,26,3,2022,Saturday,1,21,night,5.0,7.762500242365753,medium
25.0,5.0,26.902328,75.794257,26.992328,75.884257,stormy,jam,2,meal,electric_scooter,1.0,no,urban,18,JAP,23,3,2022,Wednesday,0,20,evening,15.0,13.406506203190967,long
33.0,4.0,,,,,stormy,low,0,buffet,motorcycle,1.0,no,urban,26,BHP,13,2,2022,Sunday,1,23,night,15.0,,
24.0,4.5,12.323194,76.630583,12.453194,76.760583,sandstorms,low,2,buffet,electric_scooter,0.0,no,urban,13,MYS,2,4,2022,Saturday,1,22,night,15.0,20.20634606758301,very_long
24.0,4.6,30.892978,75.821847,30.932978,75.861847,fog,medium,2,meal,scooter,0.0,no,urban,12,LUDH,11,2,2022,Friday,0,16,afternoon,5.0,5.860427380964598,medium
23.0,4.0,22.745049,75.892471,22.825049,75.972471,windy,jam,0,buffet,motorcycle,1.0,no,metropolitian,33,INDO,2,4,2022,Saturday,1,20,evening,15.0,12.09937442336077,long
24.0,4.8,11.021278,76.995017,11.131278,77.105017,stormy,low,2,snack,motorcycle,1.0,no,urban,19,COIMB,4,3,2022,Friday,0,22,night,10.0,17.13751702263965,very_long
39.0,4.2,21.170096,72.789122,21.260096,72.879122,fog,medium,2,drinks,motorcycle,0.0,no,metropolitian,31,SUR,31,3,2022,Thursday,0,18,evening,15.0,13.681631975373575,long
34.0,4.6,11.000762,76.981876,11.010762,76.991876,cloudy,low,2,meal,electric_scooter,0.0,no,metropolitian,15,COIMB,26,3,2022,Saturday,1,8,morning,5.0,1.5581398113186737,short
27.0,4.6,17.440827,78.393391,17.510827,78.463391,sandstorms,jam,2,meal,scooter,0.0,no,,28,HYD,10,3,2022,Thursday,0,21,night,5.0,10.756697879102619,long
23.0,5.0,18.533811,73.899315,18.623811,73.989315,sunny,jam,1,snack,scooter,1.0,no,metropolitian,22,PUNE,12,3,2022,Saturday,1,21,night,10.0,13.788957415778517,long
